medal,name,nationality,location,year,gender,prueba,mark,mark_x,mark_xx,mark_unidades
G,Nina ROMASHKOVA,URS,Rome,1960,W,Discus Throw,55.1,00:00:55.10,55.1,segundos
S,Tamara PRESS,URS,Rome,1960,W,Discus Throw,52.59,00:00:52.59,52.59,segundos
B,Lia MANOLIU,ROU,Rome,1960,W,Discus Throw,52.36,00:00:52.36,52.36,segundos
G,Nina ROMASHKOVA,URS,Helsinki,1952,W,Discus Throw,51.42,00:00:51.42,51.42,segundos
S,Yelizaveta BAGRYANTSEVA,URS,Helsinki,1952,W,Discus Throw,47.08,00:00:47.08,47.08,segundos
B,Nina DUMBADZE,URS,Helsinki,1952,W,Discus Throw,46.29,00:00:46.29,46.29,segundos
G,Gisela MAUERMAYER,GER,Berlin,1936,W,Discus Throw,47.63,00:00:47.63,47.63,segundos
S,Jadwiga WAJS,POL,Berlin,1936,W,Discus Throw,46.22,00:00:46.22,46.22,segundos
B,Paula MOLLENHAUER,GER,Berlin,1936,W,Discus Throw,39.8,00:00:39.80,39.8,segundos
G,Halina KONOPACKA,POL,Amsterdam,1928,W,Discus Throw,39.62,00:00:39.62,39.62,segundos
S,Lillian COPELAND,USA,Amsterdam,1928,W,Discus Throw,37.08,00:00:37.08,37.08,segundos
B,Ruth SVEDBERG,SWE,Amsterdam,1928,W,Discus Throw,35.92,00:00:35.92,35.92,segundos
G,Sandra PERKOVIC,CRO,London,2012,W,Discus Throw,69.11,00:00:69.11,69.11,segundos
S,Yanfeng LI,CHN,London,2012,W,Discus Throw,67.22,00:00:67.22,67.22,segundos
B,Yarelys BARRIOS,CUB,London,2012,W,Discus Throw,66.38,00:00:66.38,66.38,segundos
G,Natalya SADOVA,RUS,Athens,2004,W,Discus Throw,67.02,00:00:67.02,67.02,segundos
S,Anastasia KELESIDOU,GRE,Athens,2004,W,Discus Throw,66.68,00:00:66.68,66.68,segundos
B,Vera POSPISILOVA-CECHLOVA,CZE,Athens,2004,W,Discus Throw,66.08,00:00:66.08,66.08,segundos
G,Ilke WYLUDDA,GER,Atlanta,1996,W,Discus Throw,69.66,00:00:69.66,69.66,segundos
S,Natalya SADOVA,RUS,Atlanta,1996,W,Discus Throw,66.48,00:00:66.48,66.48,segundos
B,Ellina ZVEREVA,BLR,Atlanta,1996,W,Discus Throw,65.64,00:00:65.64,65.64,segundos
G,Evelin SCHLAAK-JAHL,GDR,Moscow,1980,W,Discus Throw,69.96,00:00:69.96,69.96,segundos
S,Maria VERGOVA-PETKOVA,BUL,Moscow,1980,W,Discus Throw,67.9,00:00:67.90,67.9,segundos
B,Tatiana LESOVAIA,URS,Moscow,1980,W,Discus Throw,67.4,00:00:67.40,67.4,segundos
G,Faina MELNIK,URS,Munich,1972,W,Discus Throw,66.62,00:00:66.62,66.62,segundos
S,Argentina MENIS,ROU,Munich,1972,W,Discus Throw,65.06,00:00:65.06,65.06,segundos
B,Vassilka STOEVA,BUL,Munich,1972,W,Discus Throw,64.34,00:00:64.34,64.34,segundos
G,Tamara PRESS,URS,Tokyo,1964,W,Discus Throw,57.27,00:00:57.27,57.27,segundos
S,Ingrid LOTZ,EUA,Tokyo,1964,W,Discus Throw,57.21,00:00:57.21,57.21,segundos
B,Lia MANOLIU,ROU,Tokyo,1964,W,Discus Throw,56.97,00:00:56.97,56.97,segundos
G,Micheline OSTERMEYER,FRA,London,1948,W,Discus Throw,41.92,00:00:41.92,41.92,segundos
S,Edera CORDIALE-GENTILE,ITA,London,1948,W,Discus Throw,41.17,00:00:41.17,41.17,segundos
B,Jacqueline MAZEAS,FRA,London,1948,W,Discus Throw,40.47,00:00:40.47,40.47,segundos
G,Lillian COPELAND,USA,Los Angeles,1932,W,Discus Throw,40.58,00:00:40.58,40.58,segundos
S,Ruth OSBURN,USA,Los Angeles,1932,W,Discus Throw,40.12,00:00:40.12,40.12,segundos
B,Jadwiga WAJS,POL,Los Angeles,1932,W,Discus Throw,38.74,00:00:38.74,38.74,segundos
G,Anita WLODARCZYK,POL,Rio,2016,W,Hammer Throw,82.29,00:00:82.29,82.29,segundos
S,Wenxiu ZHANG,CHN,Rio,2016,W,Hammer Throw,76.75,00:00:76.75,76.75,segundos
B,Sophie HITCHON,GBR,Rio,2016,W,Hammer Throw,74.54,00:00:74.54,74.54,segundos
G,Yipsi MORENO,CUB,Beijing,2008,W,Hammer Throw,75.2,00:00:75.20,75.2,segundos
S,Wenxiu ZHANG,CHN,Beijing,2008,W,Hammer Throw,74.32,00:00:74.32,74.32,segundos
B,Manuela MONTEBRUN,FRA,Beijing,2008,W,Hammer Throw,72.54,00:00:72.54,72.54,segundos
G,Kamila SKOLIMOWSKA,POL,Sydney,2000,W,Hammer Throw,71.16,00:00:71.16,71.16,segundos
S,Olga KUZENKOVA,RUS,Sydney,2000,W,Hammer Throw,69.77,00:00:69.77,69.77,segundos
B,Kirsten MÃNCHOW,GER,Sydney,2000,W,Hammer Throw,69.28,00:00:69.28,69.28,segundos
S,Anita WLODARCZYK,POL,London,2012,W,Hammer Throw,77.6,00:00:77.60,77.6,segundos
B,Betty HEIDLER,GER,London,2012,W,Hammer Throw,77.13,00:00:77.13,77.13,segundos
G,Olga KUZENKOVA,RUS,Athens,2004,W,Hammer Throw,75.02,00:00:75.02,75.02,segundos
S,Yipsi MORENO,CUB,Athens,2004,W,Hammer Throw,73.36,00:00:73.36,73.36,segundos
B,Yunaika CRAWFORD,CUB,Athens,2004,W,Hammer Throw,73.16,00:00:73.16,73.16,segundos
G,Nafissatou THIAM,BEL,Rio,2016,W,Heptathlon,6810,068100,,segundos
S,Jessica ENNIS HILL,GBR,Rio,2016,W,Heptathlon,6775,067750,,segundos
B,Brianne THEISEN EATON,CAN,Rio,2016,W,Heptathlon,6653,066530,,segundos
G,Natallia DOBRYNSKA,UKR,Beijing,2008,W,Heptathlon,6733,067330,,segundos
S,Hyleas FOUNTAIN,USA,Beijing,2008,W,Heptathlon,6619,066190,,segundos
B,Tatyana CHERNOVA,RUS,Beijing,2008,W,Heptathlon,6591,065910,,segundos
G,Denise LEWIS,GBR,Sydney,2000,W,Heptathlon,6584,065840,,segundos
S,Yelena PROKHOROVA,RUS,Sydney,2000,W,Heptathlon,6531,065310,,segundos
B,Natalya SAZANOVICH,BLR,Sydney,2000,W,Heptathlon,6527,065270,,segundos
G,Jackie JOYNER,USA,Barcelona,1992,W,Heptathlon,7044 P.,07044 0.,,segundos
S,Irina BELOVA,EUN,Barcelona,1992,W,Heptathlon,6845,068450,,segundos
B,Sabine BRAUN,GER,Barcelona,1992,W,Heptathlon,6649,066490,,segundos
G,Glynis NUNN,AUS,Los Angeles,1984,W,Heptathlon,6390,063900,,segundos
S,Jackie JOYNER,USA,Los Angeles,1984,W,Heptathlon,6385,063850,,segundos
B,Sabine EVERTS,FRG,Los Angeles,1984,W,Heptathlon,6363,063630,,segundos
G,Jessica ENNIS HILL,GBR,London,2012,W,Heptathlon,6955,069550,,segundos
S,Lilli SCHWARZKOPF,GER,London,2012,W,Heptathlon,6649,066490,,segundos
B,Tatyana CHERNOVA,RUS,London,2012,W,Heptathlon,6628,066280,,segundos
G,Carolina KLUFT,SWE,Athens,2004,W,Heptathlon,6952,069520,,segundos
S,Austra SKUJYTE,LTU,Athens,2004,W,Heptathlon,6435,064350,,segundos
B,Kelly SOTHERTON,GBR,Athens,2004,W,Heptathlon,6424,064240,,segundos
G,Ghada SHOUAA,SYR,Atlanta,1996,W,Heptathlon,6780,067800,,segundos
S,Natalya SAZANOVICH,BLR,Atlanta,1996,W,Heptathlon,6563,065630,,segundos
B,Denise LEWIS,GBR,Atlanta,1996,W,Heptathlon,6489,064890,,segundos
G,Jackie JOYNER,USA,Seoul,1988,W,Heptathlon,7291 P.,07291 0.,,segundos
S,Sabine JOHN,GDR,Seoul,1988,W,Heptathlon,6897,068970,,segundos
B,Anke BEHMER,GDR,Seoul,1988,W,Heptathlon,6858,068580,,segundos
G,Ruth BEITIA,ESP,Rio,2016,W,High Jump,,,,segundos
S,Mirela DEMIREVA,BUL,Rio,2016,W,High Jump,,,,segundos
B,Blanka VLASIC,CRO,Rio,2016,W,High Jump,,,,segundos
G,Tia HELLEBAUT,BEL,Beijing,2008,W,High Jump,2.05,00:00:02.05,2.05,segundos
S,Blanka VLASIC,CRO,Beijing,2008,W,High Jump,2.05,00:00:02.05,2.05,segundos
G,Yelena YELESINA,RUS,Sydney,2000,W,High Jump,2.01,00:00:02.01,2.01,segundos
S,Hestrie CLOETE,RSA,Sydney,2000,W,High Jump,2.01,00:00:02.01,2.01,segundos
B,Kajsa BERGQVIST,SWE,Sydney,2000,W,High Jump,1.99,00:00:01.99,1.99,segundos
B,Oana PANTELIMON,ROU,Sydney,2000,W,High Jump,1.99,00:00:01.99,1.99,segundos
G,Heike HENKEL,GER,Barcelona,1992,W,High Jump,2.02,00:00:02.02,2.02,segundos
S,Galina ASTAFEI,ROU,Barcelona,1992,W,High Jump,2,2,,segundos
B,Joanet QUINTERO,CUB,Barcelona,1992,W,High Jump,1.97,00:00:01.97,1.97,segundos
G,Rosemarie WITSCHAS-ACKERMANN,GDR,Montreal,1976,W,High Jump,1.93,00:00:01.93,1.93,segundos
S,Sara SIMEONI,ITA,Montreal,1976,W,High Jump,1.91,00:00:01.91,1.91,segundos
B,Yordanka BLAGOEVA-DIMITROVA,BUL,Montreal,1976,W,High Jump,1.91,00:00:01.91,1.91,segundos
G,Iolanda BALAS,ROU,Rome,1960,W,High Jump,1.85,00:00:01.85,1.85,segundos
S,Dorothy SHIRLEY,GBR,Rome,1960,W,High Jump,1.71,00:00:01.71,1.71,segundos
S,Jaroslawa JÃZWIAKOWSKA,POL,Rome,1960,W,High Jump,1.71,00:00:01.71,1.71,segundos
G,Esther BRAND,RSA,Helsinki,1952,W,High Jump,1.67,00:00:01.67,1.67,segundos
S,Sheila LERWILL,GBR,Helsinki,1952,W,High Jump,1.65,00:00:01.65,1.65,segundos
B,Aleksandra CHUDINA,URS,Helsinki,1952,W,High Jump,1.63,00:00:01.63,1.63,segundos
G,Ibolya CSÃK,HUN,Berlin,1936,W,High Jump,1.6,1.6,,segundos
S,Dorothy ODAM,GBR,Berlin,1936,W,High Jump,1.6,1.6,,segundos
B,Elfriede KAUN,GER,Berlin,1936,W,High Jump,1.6,1.6,,segundos
G,Anna CHICHEROVA,RUS,London,2012,W,High Jump,2.05,00:00:02.05,2.05,segundos
S,Brigetta BARRETT,USA,London,2012,W,High Jump,2.03,00:00:02.03,2.03,segundos
B,Svetlana SHKOLINA,RUS,London,2012,W,High Jump,2.03,00:00:02.03,2.03,segundos
G,Elena SLESARENKO,RUS,Athens,2004,W,High Jump,2.06,00:00:02.06,2.06,segundos
S,Hestrie CLOETE,RSA,Athens,2004,W,High Jump,2.02,00:00:02.02,2.02,segundos
B,Vita STYOPINA,UKR,Athens,2004,W,High Jump,2.02,00:00:02.02,2.02,segundos
G,Stefka KOSTADINOVA,BUL,Atlanta,1996,W,High Jump,2.05,00:00:02.05,2.05,segundos
S,Niki BAKOGIANNI,GRE,Atlanta,1996,W,High Jump,2.03,00:00:02.03,2.03,segundos
B,Inha BABAKOVA,UKR,Atlanta,1996,W,High Jump,2.01,00:00:02.01,2.01,segundos
G,Sara SIMEONI,ITA,Moscow,1980,W,High Jump,1.97,00:00:01.97,1.97,segundos
S,Urszula KIELAN,POL,Moscow,1980,W,High Jump,1.94,00:00:01.94,1.94,segundos
B,Jutta KIRST,GDR,Moscow,1980,W,High Jump,1.94,00:00:01.94,1.94,segundos
G,Iolanda BALAS,ROU,Tokyo,1964,W,High Jump,1.9,1.9,,segundos
S,Michele BROWN,AUS,Tokyo,1964,W,High Jump,1.8,1.8,,segundos
B,Taisiya CHENCHIK,URS,Tokyo,1964,W,High Jump,1.78,00:00:01.78,1.78,segundos
G,Alice COACHMAN,USA,London,1948,W,High Jump,1.68,00:00:01.68,1.68,segundos
S,Dorothy ODAM,GBR,London,1948,W,High Jump,1.68,00:00:01.68,1.68,segundos
B,Micheline OSTERMEYER,FRA,London,1948,W,High Jump,1.61,00:00:01.61,1.61,segundos
G,Jean SHILEY,USA,Los Angeles,1932,W,High Jump,1.65,00:00:01.65,1.65,segundos
S,Mildred DIDRIKSON,USA,Los Angeles,1932,W,High Jump,1.65,00:00:01.65,1.65,segundos
B,Eva DAWES,CAN,Los Angeles,1932,W,High Jump,1.6,1.6,,segundos
G,Sara KOLAK,CRO,Rio,2016,W,Javelin Throw,66.18,00:00:66.18,66.18,segundos
S,Sunette VILJOEN,RSA,Rio,2016,W,Javelin Throw,64.92,00:00:64.92,64.92,segundos
B,Barbora SPOTAKOVA,CZE,Rio,2016,W,Javelin Throw,64.8,00:00:64.80,64.8,segundos
G,Barbora SPOTAKOVA,CZE,Beijing,2008,W,Javelin Throw,71.42,00:00:71.42,71.42,segundos
B,Christina OBERGFOLL,GER,Beijing,2008,W,Javelin Throw,66.13,00:00:66.13,66.13,segundos
G,Trine HATTESTAD,NOR,Sydney,2000,W,Javelin Throw,68.91,00:00:68.91,68.91,segundos
S,Mirela MANIANI,GRE,Sydney,2000,W,Javelin Throw,67.51,00:00:67.51,67.51,segundos
B,Osleidys MENÃNDEZ,CUB,Sydney,2000,W,Javelin Throw,66.18,00:00:66.18,66.18,segundos
G,Silke RENK,GER,Barcelona,1992,W,Javelin Throw,68.34,00:00:68.34,68.34,segundos
S,Natalia SHIKOLENKO,EUN,Barcelona,1992,W,Javelin Throw,68.26,00:00:68.26,68.26,segundos
B,Karen FORKEL,GER,Barcelona,1992,W,Javelin Throw,66.86,00:00:66.86,66.86,segundos
G,Ruth FUCHS,GDR,Montreal,1976,W,Javelin Throw,65.94,00:00:65.94,65.94,segundos
S,Marion BECKER-STEINER,FRG,Montreal,1976,W,Javelin Throw,64.7,00:00:64.70,64.7,segundos
B,Kathryn Joan SCHMIDT,USA,Montreal,1976,W,Javelin Throw,63.96,00:00:63.96,63.96,segundos
G,Angela NEMETH,HUN,Mexico,1968,W,Javelin Throw,60.36,00:00:60.36,60.36,segundos
S,Mihaela PENES,ROU,Mexico,1968,W,Javelin Throw,59.92,00:00:59.92,59.92,segundos
B,Eva JANKO-EGGER,AUT,Mexico,1968,W,Javelin Throw,58.04,00:00:58.04,58.04,segundos
G,Elvira OZOLINA,URS,Rome,1960,W,Javelin Throw,55.98,00:00:55.98,55.98,segundos
S,Dana INGROVA-ZATOPKOVA,TCH,Rome,1960,W,Javelin Throw,53.78,00:00:53.78,53.78,segundos
B,Birute KALEDIENE,URS,Rome,1960,W,Javelin Throw,53.45,00:00:53.45,53.45,segundos
G,Dana INGROVA-ZATOPKOVA,TCH,Helsinki,1952,W,Javelin Throw,50.47,00:00:50.47,50.47,segundos
S,Aleksandra CHUDINA,URS,Helsinki,1952,W,Javelin Throw,50.01,00:00:50.01,50.01,segundos
B,Yelena GORCHAKOVA,URS,Helsinki,1952,W,Javelin Throw,49.76,00:00:49.76,49.76,segundos
G,Tilly FLEISCHER,GER,Berlin,1936,W,Javelin Throw,45.18,00:00:45.18,45.18,segundos
S,Luise KRÃGER,GER,Berlin,1936,W,Javelin Throw,43.29,00:00:43.29,43.29,segundos
B,Maria KWASNIEWSKA,POL,Berlin,1936,W,Javelin Throw,41.8,00:00:41.80,41.8,segundos
G,Barbora SPOTAKOVA,CZE,London,2012,W,Javelin Throw,69.55,00:00:69.55,69.55,segundos
S,Christina OBERGFOLL,GER,London,2012,W,Javelin Throw,65.16,00:00:65.16,65.16,segundos
B,Linda STAHL,GER,London,2012,W,Javelin Throw,64.91,00:00:64.91,64.91,segundos
G,Osleidys MENÃNDEZ,CUB,Athens,2004,W,Javelin Throw,71.53,00:00:71.53,71.53,segundos
S,Steffi NERIUS,GER,Athens,2004,W,Javelin Throw,65.82,00:00:65.82,65.82,segundos
B,Mirela MANIANI,GRE,Athens,2004,W,Javelin Throw,64.29,00:00:64.29,64.29,segundos
G,Heli RANTANEN,FIN,Atlanta,1996,W,Javelin Throw,67.94,00:00:67.94,67.94,segundos
S,Louise MCPAUL,AUS,Atlanta,1996,W,Javelin Throw,65.54,00:00:65.54,65.54,segundos
B,Trine HATTESTAD,NOR,Atlanta,1996,W,Javelin Throw,64.98,00:00:64.98,64.98,segundos
G,Maria COLON,CUB,Moscow,1980,W,Javelin Throw,68.4,00:00:68.40,68.4,segundos
S,Saida GUNBA,URS,Moscow,1980,W,Javelin Throw,67.76,00:00:67.76,67.76,segundos
B,Ute HOMMOLA,GDR,Moscow,1980,W,Javelin Throw,66.56,00:00:66.56,66.56,segundos
G,Ruth FUCHS,GDR,Munich,1972,W,Javelin Throw,63.88,00:00:63.88,63.88,segundos
S,Jacqueline TODTEN,GDR,Munich,1972,W,Javelin Throw,62.54,00:00:62.54,62.54,segundos
B,Kathryn Joan SCHMIDT,USA,Munich,1972,W,Javelin Throw,59.94,00:00:59.94,59.94,segundos
G,Mihaela PENES,ROU,Tokyo,1964,W,Javelin Throw,60.54,00:00:60.54,60.54,segundos
S,Marta ANTAL-RUDAS,HUN,Tokyo,1964,W,Javelin Throw,58.27,00:00:58.27,58.27,segundos
B,Yelena GORCHAKOVA,URS,Tokyo,1964,W,Javelin Throw,57.06,00:00:57.06,57.06,segundos
G,Herma BAUMA,AUT,London,1948,W,Javelin Throw,45.57,00:00:45.57,45.57,segundos
S,Kaisa PARVIAINEN,FIN,London,1948,W,Javelin Throw,43.79,00:00:43.79,43.79,segundos
B,Lily CARLSTEDT,DEN,London,1948,W,Javelin Throw,42.08,00:00:42.08,42.08,segundos
G,Mildred DIDRIKSON,USA,Los Angeles,1932,W,Javelin Throw,43.68,00:00:43.68,43.68,segundos
S,Ellen BRAUMÃLLER,GER,Los Angeles,1932,W,Javelin Throw,43.49,00:00:43.49,43.49,segundos
B,Tilly FLEISCHER,GER,Los Angeles,1932,W,Javelin Throw,43,00:00:43.00,43,segundos
G,Tianna BARTOLETTA,USA,Rio,2016,W,Long Jump,7.17,00:00:07.17,7.17,segundos
S,Brittney REESE,USA,Rio,2016,W,Long Jump,7.15,00:00:07.15,7.15,segundos
B,Ivana SPANOVIC,SRB,Rio,2016,W,Long Jump,7.08,00:00:07.08,7.08,segundos
G,Maurren Higa MAGGI,BRA,Beijing,2008,W,Long Jump,7.04,00:00:07.04,7.04,segundos
B,Blessing OKAGBARE,NGR,Beijing,2008,W,Long Jump,6.91,00:00:06.91,6.91,segundos
G,Heike DRECHSLER,GER,Sydney,2000,W,Long Jump,6.99,00:00:06.99,6.99,segundos
S,Fiona MAY,ITA,Sydney,2000,W,Long Jump,6.92,00:00:06.92,6.92,segundos
B,Tatyana KOTOVA,RUS,Sydney,2000,W,Long Jump,6.83,00:00:06.83,6.83,segundos
G,Heike DRECHSLER,GER,Barcelona,1992,W,Long Jump,7.14,00:00:07.14,7.14,segundos
S,Inessa KRAVETS,EUN,Barcelona,1992,W,Long Jump,7.12,00:00:07.12,7.12,segundos
B,Jackie JOYNER,USA,Barcelona,1992,W,Long Jump,7.07,00:00:07.07,7.07,segundos
G,Angela VOIGT,GDR,Montreal,1976,W,Long Jump,6.72,00:00:06.72,6.72,segundos
S,Catherine Laverne MCMILLAN,USA,Montreal,1976,W,Long Jump,6.66,00:00:06.66,6.66,segundos
B,Lidia ALFEEVA,URS,Montreal,1976,W,Long Jump,6.6,6.6,,segundos
G,Vera KOLASHNIKOVA-KREPKINA,URS,Rome,1960,W,Long Jump,6.37,00:00:06.37,6.37,segundos
S,Elzbieta KRZESINSKA,POL,Rome,1960,W,Long Jump,6.27,00:00:06.27,6.27,segundos
B,Hildrun CLAUS,EUA,Rome,1960,W,Long Jump,6.21,00:00:06.21,6.21,segundos
G,Yvette WILLIAMS,NZL,Helsinki,1952,W,Long Jump,6.24,00:00:06.24,6.24,segundos
S,Aleksandra CHUDINA,URS,Helsinki,1952,W,Long Jump,6.14,00:00:06.14,6.14,segundos
B,Shirley CAWLEY,GBR,Helsinki,1952,W,Long Jump,5.92,00:00:05.92,5.92,segundos
G,Brittney REESE,USA,London,2012,W,Long Jump,7.12,00:00:07.12,7.12,segundos
S,Elena SOKOLOVA,RUS,London,2012,W,Long Jump,7.07,00:00:07.07,7.07,segundos
B,Janay DELOACH,USA,London,2012,W,Long Jump,6.89,00:00:06.89,6.89,segundos
G,Tatyana LEBEDEVA,RUS,Athens,2004,W,Long Jump,7.07,00:00:07.07,7.07,segundos
S,Irina SIMAGINA,RUS,Athens,2004,W,Long Jump,7.05,00:00:07.05,7.05,segundos
B,Tatyana KOTOVA,RUS,Athens,2004,W,Long Jump,7.05,00:00:07.05,7.05,segundos
G,Chioma AJUNWA,NGR,Atlanta,1996,W,Long Jump,7.12,00:00:07.12,7.12,segundos
S,Fiona MAY,ITA,Atlanta,1996,W,Long Jump,7.02,00:00:07.02,7.02,segundos
B,Jackie JOYNER,USA,Atlanta,1996,W,Long Jump,7,7,,segundos
G,Tatiana KOLPAKOVA,URS,Moscow,1980,W,Long Jump,7.06,00:00:07.06,7.06,segundos
S,Brigitte WUJAK,GDR,Moscow,1980,W,Long Jump,7.04,00:00:07.04,7.04,segundos
B,Tatiana SKACHKO,URS,Moscow,1980,W,Long Jump,7.01,00:00:07.01,7.01,segundos
G,Mary RAND,GBR,Tokyo,1964,W,Long Jump,6.76,00:00:06.76,6.76,segundos
S,Irena KIRSZENSTEIN,POL,Tokyo,1964,W,Long Jump,6.6,6.6,,segundos
B,Tatyana SHCHELKANOVA,URS,Tokyo,1964,W,Long Jump,6.42,00:00:06.42,6.42,segundos
G,Jemima Jelagat SUMGONG,KEN,Rio,2016,W,Marathon,2:24:04,00:02:24:04,,segundos
S,Eunice Jepkirui KIRWA,BRN,Rio,2016,W,Marathon,2:24:13,00:02:24:13,,segundos
B,Mare DIBABA,ETH,Rio,2016,W,Marathon,2:24:30,00:02:24:30,,segundos
G,Constantina TOMESCU,ROU,Beijing,2008,W,Marathon,2h26:44,02026:44,,segundos
S,Catherine NDEREBA,KEN,Beijing,2008,W,Marathon,2h27:06,02027:06,,segundos
B,Chunxiu ZHOU,CHN,Beijing,2008,W,Marathon,2h27:07,02027:07,,segundos
G,Naoko TAKAHASHI,JPN,Sydney,2000,W,Marathon,02h23:14,002023:14,,segundos
S,Lidia SIMON,ROU,Sydney,2000,W,Marathon,02h23:22,002023:22,,segundos
B,Joyce CHEPCHUMBA,KEN,Sydney,2000,W,Marathon,02h24:45,002024:45,,segundos
G,Valentina YEGOROVA,EUN,Barcelona,1992,W,Marathon,2:32:41,00:02:32:41,,segundos
S,Yuko ARIMORI,JPN,Barcelona,1992,W,Marathon,2:32:49,00:02:32:49,,segundos
B,Lorraine MOLLER,NZL,Barcelona,1992,W,Marathon,2:33:59,00:02:33:59,,segundos
G,Joan BENOIT,USA,Los Angeles,1984,W,Marathon,2:24:52,00:02:24:52,,segundos
S,Grete ANDERSEN,NOR,Los Angeles,1984,W,Marathon,2:26:18,00:02:26:18,,segundos
B,Rosa MOTA,POR,Los Angeles,1984,W,Marathon,2:26:57,00:02:26:57,,segundos
G,Tiki GELANA,ETH,London,2012,W,Marathon,2:23:07,00:02:23:07,,segundos
S,Priscah JEPTOO,KEN,London,2012,W,Marathon,2:23:12,00:02:23:12,,segundos
B,Tatyana PETROVA ARKHIPOVA,RUS,London,2012,W,Marathon,2:23:29,00:02:23:29,,segundos
G,Mizuki NOGUCHI,JPN,Athens,2004,W,Marathon,2h26:20,02026:20,,segundos
S,Catherine NDEREBA,KEN,Athens,2004,W,Marathon,2h26:32,02026:32,,segundos
B,Deena KASTOR,USA,Athens,2004,W,Marathon,2h27:20,02027:20,,segundos
G,Fatuma ROBA,ETH,Atlanta,1996,W,Marathon,2:26:05,00:02:26:05,,segundos
S,Valentina YEGOROVA,RUS,Atlanta,1996,W,Marathon,2:28:05,00:02:28:05,,segundos
B,Yuko ARIMORI,JPN,Atlanta,1996,W,Marathon,2:28:39,00:02:28:39,,segundos
G,Rosa MOTA,POR,Seoul,1988,W,Marathon,2:25:40,00:02:25:40,,segundos
S,Lisa ONDIEKI,AUS,Seoul,1988,W,Marathon,2:25:53,00:02:25:53,,segundos
B,Katrin DÃRRE,GDR,Seoul,1988,W,Marathon,2:26:21,00:02:26:21,,segundos
G,Ekaterini STEFANIDI,GRE,Rio,2016,W,Pole Vault,4.85,00:00:04.85,4.85,segundos
S,Sandi MORRIS,USA,Rio,2016,W,Pole Vault,4.85,00:00:04.85,4.85,segundos
B,Eliza MCCARTNEY,NZL,Rio,2016,W,Pole Vault,4.8,4.8,,segundos
G,Yelena ISINBAEVA,RUS,Beijing,2008,W,Pole Vault,5.05,00:00:05.05,5.05,segundos
S,Jennifer SUHR,USA,Beijing,2008,W,Pole Vault,4.8,4.8,,segundos
B,Svetlana FEOFANOVA,RUS,Beijing,2008,W,Pole Vault,4.75,00:00:04.75,4.75,segundos
G,Stacy DRAGILA,USA,Sydney,2000,W,Pole Vault,4.6,4.6,,segundos
S,Tatiana GRIGORIEVA,AUS,Sydney,2000,W,Pole Vault,4.55,00:00:04.55,4.55,segundos
B,Vala FLOSADÃTTIR,ISL,Sydney,2000,W,Pole Vault,4.5,4.5,,segundos
G,Jennifer SUHR,USA,London,2012,W,Pole Vault,4.75,00:00:04.75,4.75,segundos
S,Yarisley SILVA,CUB,London,2012,W,Pole Vault,4.75,00:00:04.75,4.75,segundos
B,Yelena ISINBAEVA,RUS,London,2012,W,Pole Vault,4.7,4.7,,segundos
G,Yelena ISINBAEVA,RUS,Athens,2004,W,Pole Vault,4.91,00:00:04.91,4.91,segundos
S,Svetlana FEOFANOVA,RUS,Athens,2004,W,Pole Vault,4.75,00:00:04.75,4.75,segundos
B,Anna ROGOWSKA,POL,Athens,2004,W,Pole Vault,4.7,4.7,,segundos
G,Michelle CARTER,USA,Rio,2016,W,Shot Put,20.63,00:00:20.63,20.63,segundos
S,Valerie ADAMS,NZL,Rio,2016,W,Shot Put,20.42,00:00:20.42,20.42,segundos
B,Anita MARTON,HUN,Rio,2016,W,Shot Put,19.87,00:00:19.87,19.87,segundos
G,Valerie ADAMS,NZL,Beijing,2008,W,Shot Put,20.56,00:00:20.56,20.56,segundos
G,Yanina KAROLCHIK,BLR,Sydney,2000,W,Shot Put,20.56,00:00:20.56,20.56,segundos
S,Larisa PELESHENKO,RUS,Sydney,2000,W,Shot Put,19.92,00:00:19.92,19.92,segundos
B,Astrid KUMBERNUSS,GER,Sydney,2000,W,Shot Put,19.62,00:00:19.62,19.62,segundos
G,Svetlana KRIVELYOVA,EUN,Barcelona,1992,W,Shot Put,21.06,00:00:21.06,21.06,segundos
S,Zhihong HUANG,CHN,Barcelona,1992,W,Shot Put,20.47,00:00:20.47,20.47,segundos
B,Kathrin NEIMKE,GER,Barcelona,1992,W,Shot Put,19.78,00:00:19.78,19.78,segundos
G,Claudia LOSCH,FRG,Los Angeles,1984,W,Shot Put,20.48,00:00:20.48,20.48,segundos
S,Mihaela LOGHIN,ROU,Los Angeles,1984,W,Shot Put,20.47,00:00:20.47,20.47,segundos
B,Gael MARTIN,AUS,Los Angeles,1984,W,Shot Put,19.19,00:00:19.19,19.19,segundos
G,Ivanka KHRISTOVA,BUL,Montreal,1976,W,Shot Put,21.16,00:00:21.16,21.16,segundos
S,Nadezhda CHIZHOVA,URS,Montreal,1976,W,Shot Put,20.96,00:00:20.96,20.96,segundos
B,Helena FIBINGEROVÃ,TCH,Montreal,1976,W,Shot Put,20.67,00:00:20.67,20.67,segundos
G,Margitta HELMBOLD-GUMMEL,GDR,Mexico,1968,W,Shot Put,19.61,00:00:19.61,19.61,segundos
S,Marita LANGE,GDR,Mexico,1968,W,Shot Put,18.78,00:00:18.78,18.78,segundos
